Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],RUL,Source
642.69,1591.98,2388.04,47.31,50,144,NASA
641.66,1581.86,2387.98,47.2,51,143,NASA
642.1,1582.77,2388.01,47.12,52,142,NASA
642.66,1586.75,2387.93,47.24,53,141,NASA
642.14,1585.66,2388.0,47.36,54,140,NASA
642.42,1577.95,2387.98,47.21,55,139,NASA
642.07,1590.96,2388.0,47.23,56,138,NASA
642.17,1585.65,2388.02,47.17,57,137,NASA
642.12,1585.61,2388.0,46.86,58,136,NASA
642.3,1585.01,2388.02,47.24,59,135,NASA
642.0,1588.2,2388.0,47.08,60,134,NASA
642.27,1586.78,2388.01,47.22,61,133,NASA
642.22,1587.12,2388.01,47.14,62,132,NASA
642.47,1580.44,2388.01,47.14,63,131,NASA
641.94,1581.31,2388.0,47.27,64,130,NASA
642.39,1584.99,2388.02,47.27,65,129,NASA
642.01,1593.44,2388.05,47.19,66,128,NASA
641.82,1585.83,2388.11,47.38,67,127,NASA
642.37,1583.89,2387.97,47.35,68,126,NASA
642.62,1580.37,2388.0,47.07,69,125,NASA
642.15,1584.58,2387.97,47.39,70,124,NASA
641.58,1580.78,2388.07,47.28,71,123,NASA
642.41,1583.87,2388.01,47.29,72,122,NASA
642.17,1584.59,2387.99,47.32,73,121,NASA
642.31,1581.72,2388.03,46.95,74,120,NASA
642.61,1580.23,2388.02,47.14,75,119,NASA
642.22,1584.14,2388.0,47.25,76,118,NASA
642.45,1585.72,2388.01,47.11,77,117,NASA
641.71,1582.59,2388.04,47.17,78,116,NASA
641.99,1590.07,2387.98,47.27,79,115,NASA
641.95,1579.25,2388.0,47.29,80,114,NASA
642.18,1587.63,2388.11,47.15,81,113,NASA
642.2,1584.63,2387.99,47.13,82,112,NASA
642.11,1582.55,2388.01,47.36,83,111,NASA
641.79,1584.57,2387.99,47.17,84,110,NASA
642.43,1582.33,2388.01,47.25,85,109,NASA
642.44,1585.37,2388.06,47.4,86,108,NASA
642.02,1589.85,2388.04,47.15,87,107,NASA
642.23,1577.76,2388.0,47.23,88,106,NASA
642.03,1577.75,2387.96,47.36,89,105,NASA
642.35,1592.11,2388.04,47.22,90,104,NASA
642.27,1587.08,2388.05,47.25,91,103,NASA
642.41,1585.92,2387.97,47.2,92,102,NASA
641.7,1580.59,2387.96,47.34,93,101,NASA
642.44,1581.85,2388.03,47.24,94,100,NASA
642.08,1577.72,2388.06,47.34,95,99,NASA
642.08,1587.5,2388.01,47.34,96,98,NASA
642.37,1584.39,2388.04,47.26,97,97,NASA
642.65,1591.22,2388.02,47.28,98,96,NASA
642.42,1592.99,2388.08,47.27,99,95,NASA
642.39,1586.3,2388.0,47.4,100,94,NASA
641.81,1583.0,2388.03,47.3,101,93,NASA
642.57,1588.31,2388.01,47.18,102,92,NASA
642.03,1581.91,2388.05,47.31,103,91,NASA
642.43,1583.52,2388.07,47.17,104,90,NASA
642.01,1585.26,2388.01,47.39,105,89,NASA
642.44,1588.9,2388.01,47.48,106,88,NASA
641.9,1591.75,2388.05,47.23,107,87,NASA
642.26,1588.58,2388.07,47.24,108,86,NASA
642.18,1588.58,2388.05,47.27,109,85,NASA
642.28,1586.12,2388.03,47.57,110,84,NASA
641.98,1584.82,2388.08,47.34,111,83,NASA
642.33,1584.19,2388.08,47.24,112,82,NASA
642.87,1585.17,2388.04,47.33,113,81,NASA
642.53,1582.19,2388.05,47.25,114,80,NASA
641.81,1589.56,2388.1,47.2,115,79,NASA
641.77,1585.28,2388.09,47.21,116,78,NASA
642.64,1580.11,2388.02,47.35,117,77,NASA
642.16,1581.71,2388.0,47.13,118,76,NASA
642.35,1585.69,2388.04,47.15,119,75,NASA
642.73,1584.64,2388.06,47.4,120,74,NASA
642.48,1582.56,2388.04,47.35,121,73,NASA
642.99,1588.91,2388.08,47.34,122,72,NASA
642.04,1586.54,2388.03,47.37,123,71,NASA
642.48,1585.57,2388.07,47.16,124,70,NASA
642.53,1585.08,2388.05,47.29,125,69,NASA
642.45,1593.46,2388.0,47.43,126,68,NASA
642.24,1591.6,2388.08,47.43,127,67,NASA
642.27,1594.41,2388.03,47.42,128,66,NASA
642.19,1584.39,2388.07,47.41,129,65,NASA
642.65,1594.28,2388.1,47.36,130,64,NASA
642.69,1584.96,2388.05,47.38,131,63,NASA
641.95,1584.66,2388.11,47.39,132,62,NASA
642.52,1593.26,2388.07,47.36,133,61,NASA
642.2,1591.22,2388.06,47.24,134,60,NASA
642.21,1577.89,2388.02,47.46,135,59,NASA
642.72,1589.32,2388.15,47.38,136,58,NASA
642.76,1592.26,2388.08,47.35,137,57,NASA
642.74,1586.59,2388.1,47.58,138,56,NASA
642.29,1590.39,2388.05,47.6,139,55,NASA
642.09,1590.22,2388.06,47.39,140,54,NASA
642.54,1586.22,2388.11,47.48,141,53,NASA
642.61,1583.32,2388.16,47.52,142,52,NASA
642.51,1590.92,2388.04,47.5,143,51,NASA
642.45,1592.41,2388.1,47.53,144,50,NASA
642.42,1593.25,2388.08,47.41,145,49,NASA
642.44,1592.71,2388.12,47.54,146,48,NASA
642.05,1591.29,2388.11,47.52,147,47,NASA
643.01,1587.19,2388.11,47.57,148,46,NASA
642.37,1591.14,2388.07,47.38,149,45,NASA
642.62,1590.33,2388.16,47.64,150,44,NASA
642.65,1590.11,2388.07,47.6,151,43,NASA
642.54,1590.7,2388.13,47.79,152,42,NASA
642.89,1593.52,2388.13,47.44,153,41,NASA
642.55,1587.3,2388.15,47.64,154,40,NASA
642.92,1593.63,2388.15,47.58,155,39,NASA
642.34,1586.8,2388.12,47.82,156,38,NASA
642.61,1595.7,2388.13,47.58,157,37,NASA
642.9,1594.27,2388.13,47.61,158,36,NASA
643.07,1597.02,2388.13,47.5,159,35,NASA
642.93,1597.49,2388.14,47.48,160,34,NASA
642.45,1598.89,2388.18,47.59,161,33,NASA
642.32,1594.88,2388.12,47.62,162,32,NASA
642.64,1599.86,2388.14,47.69,163,31,NASA
642.93,1592.68,2388.18,47.77,164,30,NASA
642.94,1592.27,2388.12,47.71,165,29,NASA
643.19,1594.47,2388.11,47.69,166,28,NASA
642.6,1590.69,2388.14,47.75,167,27,NASA
643.22,1593.18,2388.15,47.86,168,26,NASA
642.78,1593.76,2388.25,47.61,169,25,NASA
643.23,1591.67,2388.15,47.81,170,24,NASA
642.97,1596.9,2388.19,47.62,171,23,NASA
643.27,1588.64,2388.19,47.71,172,22,NASA
643.05,1588.62,2388.2,47.87,173,21,NASA
643.64,1588.97,2388.2,47.88,174,20,NASA
642.68,1593.68,2388.15,47.86,175,19,NASA
643.13,1594.82,2388.25,48.0,176,18,NASA
642.84,1594.17,2388.25,47.94,177,17,NASA
642.92,1596.34,2388.14,48.0,178,16,NASA
643.75,1594.22,2388.12,47.92,179,15,NASA
643.36,1593.48,2388.23,48.0,180,14,NASA
643.27,1600.72,2388.18,47.81,181,13,NASA
643.72,1600.24,2388.25,48.13,182,12,NASA
643.87,1602.57,2388.22,47.93,183,11,NASA
643.41,1603.89,2388.24,47.95,184,10,NASA
643.0,1598.5,2388.28,47.9,185,9,NASA
643.26,1594.24,2388.25,47.95,186,8,NASA
643.33,1599.63,2388.29,48.1,187,7,NASA
643.42,1596.46,2388.25,48.0,188,6,NASA
643.46,1600.32,2388.22,47.99,189,5,NASA
643.8,1601.46,2388.21,48.05,190,4,NASA
643.72,1603.55,2388.29,48.06,191,3,NASA
643.6,1604.26,2388.28,48.04,192,2,NASA
644.01,1595.95,2388.25,48.2,193,1,NASA
643.34,1604.03,2388.32,48.17,194,0,NASA
642.32,1582.38,2388.05,47.19,1,233,NASA
642.49,1584.07,2388.02,47.31,2,232,NASA
642.49,1585.07,2388.0,47.1,3,231,NASA
642.21,1572.4,2388.0,47.19,4,230,NASA
641.84,1584.77,2388.03,47.29,5,229,NASA
642.48,1582.5,2387.99,47.3,6,228,NASA
642.3,1584.57,2388.01,47.23,7,227,NASA
642.32,1586.33,2388.06,47.03,8,226,NASA
641.84,1585.09,2387.97,47.21,9,225,NASA
642.64,1595.07,2388.01,47.02,10,224,NASA
642.17,1579.12,2387.98,47.15,11,223,NASA
642.18,1579.01,2387.99,47.17,12,222,NASA
642.06,1581.71,2388.01,47.23,13,221,NASA
641.66,1587.61,2388.01,47.31,14,220,NASA
642.49,1583.13,2388.04,47.19,15,219,NASA
641.65,1585.84,2388.0,47.04,16,218,NASA
642.13,1582.29,2388.04,47.11,17,217,NASA
641.76,1589.63,2388.04,47.06,18,216,NASA
642.18,1587.07,2388.01,47.32,19,215,NASA
642.16,1592.08,2388.05,47.14,20,214,NASA
642.43,1590.86,2388.01,47.09,21,213,NASA
642.41,1585.3,2387.97,47.2,22,212,NASA
642.13,1583.72,2387.99,47.45,23,211,NASA
642.02,1583.53,2388.04,47.01,24,210,NASA
641.81,1587.24,2388.05,47.3,25,209,NASA
642.49,1588.89,2388.05,47.16,26,208,NASA
641.97,1586.29,2388.02,47.26,27,207,NASA
641.82,1584.33,2387.96,47.24,28,206,NASA
642.75,1582.95,2388.0,47.25,29,205,NASA
642.43,1584.37,2388.08,47.25,30,204,NASA
642.43,1585.58,2388.0,47.15,31,203,NASA
642.07,1583.16,2388.05,47.41,32,202,NASA
642.6,1589.24,2388.05,47.07,33,201,NASA
642.08,1588.91,2388.0,47.11,34,200,NASA
642.63,1589.74,2388.06,47.3,35,199,NASA
642.26,1575.27,2388.04,47.37,36,198,NASA
641.53,1588.56,2387.99,47.06,37,197,NASA
642.27,1585.97,2387.98,47.07,38,196,NASA
642.16,1582.17,2388.01,47.26,39,195,NASA
642.61,1583.26,2387.98,47.1,40,194,NASA
641.87,1586.7,2388.09,47.2,41,193,NASA
642.09,1581.83,2387.97,47.22,42,192,NASA
641.5,1577.74,2388.0,47.06,43,191,NASA
642.27,1584.28,2388.04,47.13,44,190,NASA
641.91,1588.78,2388.0,47.07,45,189,NASA
642.67,1579.99,2387.99,47.12,46,188,NASA
642.16,1586.8,2388.02,47.23,47,187,NASA
642.16,1582.58,2388.02,47.3,48,186,NASA
642.35,1576.11,2388.04,47.04,49,185,NASA
642.5,1587.31,2388.01,47.27,50,184,NASA
642.49,1587.64,2387.98,47.16,51,183,NASA
642.27,1583.5,2387.95,47.29,52,182,NASA
642.11,1591.74,2388.06,47.23,53,181,NASA
641.7,1581.44,2388.02,47.33,54,180,NASA
642.27,1577.19,2388.05,47.13,55,179,NASA
642.32,1582.58,2387.99,47.21,56,178,NASA
642.04,1580.68,2388.06,47.11,57,177,NASA
642.39,1590.24,2388.05,47.17,58,176,NASA
642.71,1584.82,2388.01,47.36,59,175,NASA
641.79,1580.03,2388.08,47.25,60,174,NASA
642.03,1584.42,2387.98,47.19,61,173,NASA
642.37,1581.94,2387.98,47.33,62,172,NASA
642.51,1583.2,2388.03,47.3,63,171,NASA
641.93,1578.34,2388.01,47.25,64,170,NASA
642.06,1580.85,2388.01,47.2,65,169,NASA
642.3,1587.25,2387.99,47.32,66,168,NASA
641.83,1585.17,2388.0,47.14,67,167,NASA
642.51,1580.51,2388.1,47.2,68,166,NASA
642.15,1589.08,2388.04,47.28,69,165,NASA
641.95,1578.36,2388.04,47.37,70,164,NASA
642.24,1583.58,2388.08,47.31,71,163,NASA
642.09,1586.63,2388.05,47.21,72,162,NASA
642.25,1590.14,2388.02,47.29,73,161,NASA
642.3,1580.25,2388.02,47.36,74,160,NASA
642.07,1582.09,2388.03,47.58,75,159,NASA
642.13,1584.29,2388.06,47.15,76,158,NASA
642.1,1582.16,2388.04,47.25,77,157,NASA
642.55,1584.71,2388.03,47.3,78,156,NASA
642.24,1583.94,2388.04,47.16,79,155,NASA
642.36,1589.73,2388.03,47.21,80,154,NASA
642.16,1586.86,2388.01,47.32,81,153,NASA
642.4,1586.49,2388.01,47.3,82,152,NASA
642.13,1586.11,2388.01,47.37,83,151,NASA
642.27,1583.84,2388.05,47.27,84,150,NASA
641.96,1584.79,2388.03,47.26,85,149,NASA
641.84,1581.38,2388.01,47.4,86,148,NASA
642.06,1582.91,2388.01,47.34,87,147,NASA
642.44,1584.18,2388.04,47.28,88,146,NASA
642.12,1585.38,2388.04,47.25,89,145,NASA
642.58,1580.59,2388.0,47.26,90,144,NASA
642.49,1589.4,2388.05,47.21,91,143,NASA
642.45,1591.97,2388.04,47.37,92,142,NASA
641.77,1584.84,2388.05,47.23,93,141,NASA
642.27,1592.33,2388.0,47.44,94,140,NASA
642.14,1583.63,2387.99,47.2,95,139,NASA
642.71,1576.78,2388.07,47.37,96,138,NASA
642.25,1581.34,2388.0,47.3,97,137,NASA
642.05,1588.96,2388.01,47.16,98,136,NASA
642.3,1584.06,2388.05,47.28,99,135,NASA
641.94,1582.21,2388.05,47.05,100,134,NASA
642.1,1583.86,2388.08,47.35,101,133,NASA
642.16,1584.69,2388.07,47.45,102,132,NASA
642.18,1586.57,2388.02,47.34,103,131,NASA
642.0,1582.16,2388.01,47.23,104,130,NASA
642.24,1588.38,2388.03,47.14,105,129,NASA
642.17,1587.18,2388.05,47.2,106,128,NASA
642.26,1583.76,2388.05,47.26,107,127,NASA
641.96,1581.24,2388.07,47.32,108,126,NASA
642.17,1578.66,2388.07,47.2,109,125,NASA
641.99,1587.94,2388.0,47.16,110,124,NASA
642.82,1585.58,2388.05,47.35,111,123,NASA
642.32,1584.73,2388.06,47.3,112,122,NASA
641.82,1585.36,2388.0,47.33,113,121,NASA
642.47,1573.92,2388.07,47.31,114,120,NASA
642.76,1591.29,2388.06,47.42,115,119,NASA
641.89,1595.6,2388.05,47.34,116,118,NASA
642.24,1584.86,2388.05,47.35,117,117,NASA
642.22,1585.92,2388.04,47.42,118,116,NASA
642.41,1579.35,2388.02,47.17,119,115,NASA
642.42,1587.09,2388.03,47.27,120,114,NASA
641.76,1585.79,2388.08,47.27,121,113,NASA
642.18,1588.45,2388.15,47.2,122,112,NASA
642.68,1585.86,2388.05,47.16,123,111,NASA
642.34,1584.66,2388.07,47.32,124,110,NASA
641.93,1585.47,2388.06,47.37,125,109,NASA
642.35,1586.36,2388.06,47.31,126,108,NASA
642.82,1586.92,2388.01,47.38,127,107,NASA
642.58,1590.97,2388.02,47.17,128,106,NASA
641.98,1588.97,2387.99,47.31,129,105,NASA
642.46,1585.58,2388.08,47.27,130,104,NASA
643.02,1581.67,2388.05,47.2,131,103,NASA
642.51,1586.16,2388.05,47.51,132,102,NASA
642.26,1588.12,2388.08,47.22,133,101,NASA
642.19,1589.83,2388.03,47.49,134,100,NASA
641.56,1590.87,2388.08,47.33,135,99,NASA
642.73,1583.42,2388.11,47.37,136,98,NASA
642.18,1592.42,2388.02,47.43,137,97,NASA
642.62,1587.27,2388.06,47.47,138,96,NASA
642.29,1593.1,2388.11,47.31,139,95,NASA
642.47,1588.69,2388.08,47.51,140,94,NASA
642.58,1591.87,2388.09,47.42,141,93,NASA
642.44,1587.55,2388.07,47.26,142,92,NASA
642.22,1588.18,2388.04,47.47,143,91,NASA
642.08,1584.98,2388.07,47.3,144,90,NASA
642.13,1585.38,2388.07,47.45,145,89,NASA
642.57,1588.63,2388.08,47.48,146,88,NASA
642.35,1589.01,2388.09,47.37,147,87,NASA
642.57,1592.49,2388.1,47.31,148,86,NASA
642.5,1596.95,2388.01,47.36,149,85,NASA
642.57,1587.82,2388.05,47.41,150,84,NASA
642.21,1587.25,2388.08,47.35,151,83,NASA
642.47,1585.13,2388.06,47.46,152,82,NASA
642.72,1591.58,2388.05,47.31,153,81,NASA
642.57,1588.47,2388.03,47.37,154,80,NASA
642.83,1593.09,2388.06,47.59,155,79,NASA
642.78,1588.92,2388.09,47.45,156,78,NASA
642.15,1595.21,2388.12,47.42,157,77,NASA
642.46,1592.1,2388.06,47.46,158,76,NASA
642.33,1591.55,2388.11,47.5,159,75,NASA
642.93,1591.64,2388.07,47.54,160,74,NASA
642.52,1591.1,2388.05,47.57,161,73,NASA
643.02,1594.85,2388.04,47.29,162,72,NASA
642.69,1585.73,2388.1,47.45,163,71,NASA
642.15,1586.6,2388.06,47.35,164,70,NASA
642.26,1581.7,2388.08,47.61,165,69,NASA
643.1,1588.23,2388.08,47.45,166,68,NASA
641.62,1591.98,2388.11,47.74,167,67,NASA
642.15,1587.05,2388.05,47.39,168,66,NASA
642.55,1578.77,2388.11,47.64,169,65,NASA
642.81,1591.95,2388.12,47.6,170,64,NASA
642.34,1589.46,2388.15,47.65,171,63,NASA
643.03,1582.03,2388.12,47.7,172,62,NASA
642.57,1590.28,2388.04,47.53,173,61,NASA
642.54,1587.72,2388.08,47.45,174,60,NASA
642.68,1590.79,2388.09,47.6,175,59,NASA
643.76,1585.81,2388.12,47.57,176,58,NASA
642.44,1585.01,2388.12,47.48,177,57,NASA
642.83,1596.38,2388.08,47.54,178,56,NASA
642.31,1597.18,2388.12,47.65,179,55,NASA
642.44,1592.08,2388.09,47.56,180,54,NASA
643.11,1583.92,2388.16,47.58,181,53,NASA
642.75,1590.59,2388.17,47.6,182,52,NASA
642.78,1593.46,2388.1,47.46,183,51,NASA
642.77,1593.08,2388.11,47.62,184,50,NASA
642.93,1595.2,2388.12,47.6,185,49,NASA
643.24,1588.74,2388.12,47.72,186,48,NASA
642.41,1596.81,2388.11,47.58,187,47,NASA
643.42,1596.19,2388.17,47.7,188,46,NASA
643.1,1595.59,2388.2,47.56,189,45,NASA
643.28,1595.87,2388.16,47.52,190,44,NASA
643.2,1590.33,2388.15,47.66,191,43,NASA
642.93,1591.79,2388.17,47.46,192,42,NASA
643.15,1588.7,2388.15,47.6,193,41,NASA
642.3,1588.3,2388.17,47.79,194,40,NASA
642.86,1597.28,2388.14,47.57,195,39,NASA
643.06,1589.6,2388.15,47.72,196,38,NASA
642.87,1592.55,2388.19,47.79,197,37,NASA
642.48,1590.2,2388.17,47.55,198,36,NASA
642.54,1594.44,2388.18,47.67,199,35,NASA
642.99,1591.2,2388.16,47.61,200,34,NASA
643.39,1590.35,2388.17,47.84,201,33,NASA
642.7,1602.78,2388.17,47.72,202,32,NASA
643.08,1587.54,2388.18,47.94,203,31,NASA
642.67,1597.92,2388.19,47.79,204,30,NASA
643.26,1592.93,2388.18,47.86,205,29,NASA
643.28,1595.29,2388.17,47.83,206,28,NASA
642.6,1591.08,2388.22,47.82,207,27,NASA
643.27,1606.79,2388.19,47.89,208,26,NASA
643.1,1590.49,2388.21,47.89,209,25,NASA
643.14,1600.49,2388.23,47.78,210,24,NASA
643.26,1604.58,2388.22,48.01,211,23,NASA
643.35,1591.18,2388.19,47.94,212,22,NASA
643.19,1596.87,2388.19,47.7,213,21,NASA
643.5,1596.65,2388.23,47.91,214,20,NASA
642.41,1604.84,2388.23,48.08,215,19,NASA
642.93,1598.21,2388.18,47.93,216,18,NASA
643.28,1594.03,2388.17,48.07,217,17,NASA
643.69,1598.21,2388.19,48.21,218,16,NASA
643.37,1594.68,2388.22,48.15,219,15,NASA
643.98,1595.32,2388.21,47.93,220,14,NASA
643.52,1600.61,2388.21,48.16,221,13,NASA
643.22,1600.63,2388.26,47.92,222,12,NASA
642.98,1606.34,2388.26,47.96,223,11,NASA
643.62,1598.21,2388.29,48.03,224,10,NASA
643.35,1595.95,2388.29,48.0,225,9,NASA
643.05,1601.52,2388.29,48.11,226,8,NASA
643.51,1601.75,2388.3,48.13,227,7,NASA
642.77,1594.36,2388.22,48.22,228,6,NASA
644.11,1602.35,2388.3,48.26,229,5,NASA
643.48,1602.57,2388.2,48.0,230,4,NASA
643.75,1606.56,2388.28,48.1,231,3,NASA
644.07,1602.77,2388.32,48.08,232,2,NASA
643.41,1601.56,2388.27,48.04,233,1,NASA
643.5,1599.79,2388.34,48.32,234,0,NASA
643.03,1588.85,2388.17,47.68,1,190,NASA
642.69,1587.64,2388.09,47.61,2,189,NASA
642.56,1590.75,2388.1,47.54,3,188,NASA
642.33,1587.59,2388.13,47.48,4,187,NASA
642.71,1590.78,2388.15,47.47,5,186,NASA
642.55,1592.45,2388.09,47.52,6,185,NASA
642.69,1592.23,2388.12,47.69,7,184,NASA
642.89,1590.62,2388.13,47.66,8,183,NASA
642.9,1586.53,2388.12,47.5,9,182,NASA
642.65,1593.89,2388.11,47.78,10,181,NASA
643.04,1589.22,2388.1,47.74,11,180,NASA
642.71,1589.75,2388.14,47.45,12,179,NASA
643.17,1591.85,2388.13,47.44,13,178,NASA
642.71,1589.21,2388.08,47.35,14,177,NASA
643.19,1586.95,2388.16,47.52,15,176,NASA
642.61,1585.11,2388.12,47.46,16,175,NASA
642.94,1590.4,2388.17,47.63,17,174,NASA
643.08,1587.97,2388.13,47.52,18,173,NASA
642.28,1588.93,2388.17,47.41,19,172,NASA
642.73,1587.11,2388.07,47.47,20,171,NASA
643.35,1597.23,2388.14,47.38,21,170,NASA
642.31,1591.53,2388.14,47.53,22,169,NASA
642.7,1594.49,2388.17,47.42,23,168,NASA
642.5,1590.83,2388.16,47.43,24,167,NASA
642.9,1588.45,2388.08,47.5,25,166,NASA
642.39,1601.88,2388.06,47.48,26,165,NASA
643.35,1594.34,2388.14,47.54,27,164,NASA
642.72,1589.22,2388.1,47.54,28,163,NASA
642.58,1589.57,2388.11,47.57,29,162,NASA
642.81,1579.68,2388.12,47.63,30,161,NASA
643.15,1588.28,2388.15,47.45,31,160,NASA
642.96,1589.91,2388.13,47.39,32,159,NASA
643.33,1587.75,2388.12,47.43,33,158,NASA
642.78,1593.39,2388.1,47.52,34,157,NASA
642.6,1593.3,2388.16,47.56,35,156,NASA
642.54,1575.9,2388.14,47.63,36,155,NASA
643.01,1593.56,2388.15,47.64,37,154,NASA
642.77,1589.74,2388.13,47.63,38,153,NASA
642.89,1588.25,2388.15,47.56,39,152,NASA
642.72,1592.19,2388.08,47.55,40,151,NASA
642.74,1593.16,2388.09,47.53,41,150,NASA
642.43,1591.59,2388.14,47.63,42,149,NASA
642.47,1592.81,2388.1,47.59,43,148,NASA
642.8,1598.75,2388.09,47.55,44,147,NASA
642.74,1585.27,2388.09,47.5,45,146,NASA
642.51,1594.3,2388.12,47.54,46,145,NASA
642.58,1592.59,2388.11,47.49,47,144,NASA
642.53,1589.15,2388.17,47.53,48,143,NASA
643.11,1593.59,2388.1,47.64,49,142,NASA
642.26,1586.73,2388.16,47.54,50,141,NASA
642.8,1586.46,2388.14,47.55,51,140,NASA
642.82,1590.38,2388.11,47.64,52,139,NASA
643.45,1594.02,2388.12,47.52,53,138,NASA
642.64,1589.84,2388.12,47.49,54,137,NASA
642.76,1587.72,2388.12,47.52,55,136,NASA
642.87,1588.6,2388.15,47.7,56,135,NASA
643.04,1589.88,2388.06,47.56,57,134,NASA
642.61,1591.13,2388.18,47.59,58,133,NASA
643.0,1597.01,2388.13,47.64,59,132,NASA
642.6,1589.23,2388.13,47.59,60,131,NASA
643.21,1589.99,2388.12,47.4,61,130,NASA
642.1,1595.47,2388.13,47.64,62,129,NASA
642.6,1593.07,2388.11,47.8,63,128,NASA
642.77,1595.23,2388.13,47.7,64,127,NASA
643.14,1582.14,2388.13,47.74,65,126,NASA
643.21,1587.99,2388.12,47.56,66,125,NASA
643.04,1596.69,2388.13,47.68,67,124,NASA
642.89,1588.24,2388.18,47.65,68,123,NASA
642.72,1592.38,2388.12,47.51,69,122,NASA
642.77,1588.93,2388.13,47.37,70,121,NASA
642.43,1594.53,2388.08,47.51,71,120,NASA
642.66,1594.84,2388.18,47.61,72,119,NASA
643.19,1591.24,2388.14,47.69,73,118,NASA
642.78,1588.94,2388.15,47.48,74,117,NASA
643.06,1590.6,2388.1,47.58,75,116,NASA
642.16,1588.98,2388.12,47.6,76,115,NASA
642.54,1587.99,2388.15,47.47,77,114,NASA
642.45,1589.82,2388.15,47.59,78,113,NASA
642.71,1589.85,2388.12,47.76,79,112,NASA
642.98,1585.46,2388.1,47.65,80,111,NASA
642.71,1591.06,2388.1,47.5,81,110,NASA
643.12,1588.05,2388.11,47.65,82,109,NASA
643.27,1592.54,2388.09,47.66,83,108,NASA
642.67,1587.24,2388.1,47.52,84,107,NASA
642.85,1598.13,2388.12,47.55,85,106,NASA
643.06,1585.69,2388.15,47.73,86,105,NASA
642.61,1595.36,2388.11,47.57,87,104,NASA
642.78,1596.3,2388.12,47.87,88,103,NASA
642.89,1594.13,2388.18,47.73,89,102,NASA
642.09,1586.01,2388.11,47.48,90,101,NASA
642.77,1596.24,2388.1,47.57,91,100,NASA
643.38,1589.51,2388.1,47.52,92,99,NASA
643.39,1594.65,2388.13,47.44,93,98,NASA
642.77,1591.56,2388.15,47.53,94,97,NASA
643.06,1592.18,2388.18,47.74,95,96,NASA
643.07,1588.99,2388.15,47.8,96,95,NASA
642.76,1588.96,2388.14,47.78,97,94,NASA
643.2,1587.12,2388.15,47.74,98,93,NASA
643.41,1590.54,2388.09,47.62,99,92,NASA
643.2,1591.71,2388.15,47.75,100,91,NASA
642.6,1592.93,2388.16,47.64,101,90,NASA
642.59,1588.15,2388.19,47.72,102,89,NASA
643.06,1595.24,2388.19,47.68,103,88,NASA
642.54,1597.88,2388.1,47.74,104,87,NASA
643.2,1591.51,2388.13,47.86,105,86,NASA
642.45,1595.15,2388.15,47.6,106,85,NASA
642.59,1597.75,2388.11,47.59,107,84,NASA
642.61,1581.78,2388.13,47.67,108,83,NASA
642.18,1591.58,2388.12,47.72,109,82,NASA
642.87,1589.98,2388.2,47.68,110,81,NASA
642.41,1585.26,2388.15,47.54,111,80,NASA
642.68,1593.49,2388.18,47.51,112,79,NASA
643.03,1591.9,2388.12,47.72,113,78,NASA
643.17,1587.25,2388.13,47.62,114,77,NASA
643.07,1593.26,2388.13,47.8,115,76,NASA
643.57,1597.09,2388.15,47.87,116,75,NASA
642.52,1593.45,2388.16,47.71,117,74,NASA
643.11,1593.08,2388.17,48.01,118,73,NASA
643.01,1590.87,2388.14,47.62,119,72,NASA
642.9,1591.17,2388.1,47.74,120,71,NASA
643.19,1604.11,2388.1,47.58,121,70,NASA
642.96,1597.2,2388.18,47.65,122,69,NASA
643.13,1591.25,2388.15,47.71,123,68,NASA
642.76,1592.06,2388.13,47.74,124,67,NASA
642.95,1595.26,2388.15,47.55,125,66,NASA
642.95,1594.87,2388.12,47.73,126,65,NASA
642.86,1595.9,2388.17,47.51,127,64,NASA
642.52,1595.03,2388.16,47.67,128,63,NASA
643.15,1594.26,2388.15,47.81,129,62,NASA
643.03,1590.84,2388.12,47.7,130,61,NASA
642.9,1591.69,2388.13,47.81,131,60,NASA
642.97,1590.33,2388.15,47.74,132,59,NASA
643.21,1592.67,2388.13,47.8,133,58,NASA
643.22,1593.66,2388.16,47.87,134,57,NASA
643.55,1593.32,2388.12,48.02,135,56,NASA
642.66,1594.92,2388.19,47.69,136,55,NASA
642.75,1593.97,2388.13,47.7,137,54,NASA
642.51,1596.73,2388.18,47.79,138,53,NASA
642.89,1595.07,2388.18,47.83,139,52,NASA
642.62,1595.38,2388.16,47.82,140,51,NASA
643.24,1587.72,2388.18,47.83,141,50,NASA
643.44,1598.61,2388.2,47.57,142,49,NASA
643.62,1595.09,2388.16,47.98,143,48,NASA
642.82,1597.47,2388.13,47.85,144,47,NASA
643.13,1598.2,2388.14,47.86,145,46,NASA
643.28,1586.29,2388.11,47.85,146,45,NASA
643.13,1597.63,2388.19,47.86,147,44,NASA
643.06,1592.59,2388.16,47.72,148,43,NASA
643.07,1599.17,2388.16,47.61,149,42,NASA
643.12,1591.1,2388.16,47.88,150,41,NASA
642.64,1594.11,2388.13,47.93,151,40,NASA
643.5,1595.9,2388.22,47.78,152,39,NASA
643.43,1595.09,2388.17,47.76,153,38,NASA
643.02,1599.29,2388.19,47.88,154,37,NASA
642.94,1590.69,2388.16,47.71,155,36,NASA
643.06,1600.69,2388.14,47.9,156,35,NASA
643.08,1593.49,2388.16,47.82,157,34,NASA
